id, name, rating, position, height, foot, rare, pace, shooting, passing, dribbling, defending, heading
137363, Biagio Pagano,64, M,180, Right,1,78,62,58,66,55,59
137373, Massimo Gobbi,73, D,183, Left,1,71,61,74,68,73,67
137378, Alessandro Gazzi,68, M,179, Right,0,67,51,69,60,69,68
137380, Mattia Cassani,79, D,184, Right,0,78,63,76,75,76,71
13739, Alan Smith,70, M,178, Right,0,54,69,64,65,73,77
137397, Papa Waigo,66, A,185, Right,1,82,61,58,64,49,56
137410, Daniele Gastaldello,73, D,185, Right,1,63,41,59,52,76,78
137427, Luca Antonini,75, D,182, Right,0,81,60,74,74,71,72
137429, Matteo Paro,63, M,179, Left,1,63,56,65,61,57,63
13743, Steven Gerrard,87, M,183, Right,1,76,87,88,77,78,76
137433, Thomas Job,66, M,170, Right,1,86,53,60,69,57,57
137438, Maurizio Lanzaro,71, D,183, Right,1,56,46,51,46,76,70
137440, Giulio Migliaccio,77, M,178, Right,0,65,61,74,66,77,84
137449, Jan-Ingwer Callsen-Bracker,67, M,187, Right,0,60,34,60,46,72,65
137453, Souleymane Diamoutene,66, D,184, Right,0,70,45,46,37,70,69
137460, Alessandro Rosina,78, M,168, Left,0,80,74,75,81,50,57
137461, JÃ?rgen Gjasula,69, M,186, Right,0,70,67,63,70,55,59
137464, Oliver SchrÃ¶der,68, M,183, Right,0,61,46,54,55,73,69
137479, Erminio Rullo,64, D,179, Left,0,67,52,60,59,63,57
137483, Simone Loria,70, D,186, Right,0,45,42,45,42,72,74
137494, Obafemi Martins,77, A,170, Left,1,92,73,58,75,50,78
137498, Brian Wilson,62, D,178, Right,1,64,54,66,56,60,64
137506, Goran Pandev,78, A,184, Left,0,73,76,70,80,58,69
137509, Chris Iwelumo,68, A,191, Right,0,53,66,50,62,57,80
137510, Arnold Kruiswijk,68, D,187, Left,0,55,48,58,48,70,66
137511, Alexander Huber,62, D,174, Right,0,64,36,58,54,63,56
137519, Michele Pazienza,76, M,178, Right,0,72,62,75,73,72,68
137527, Torsten Mattuschka,68, M,186, Right,0,62,68,69,67,60,59
137534, Danko LazoviÄ‡,79, A,184, Right,1,84,80,68,80,56,67
137551, Georgios Samaras,65, A,193, Right,0,63,61,59,66,49,67
137552, Boy Waterman,66, GK,188, Left,0, , , , , , 
137553, Christian Eigler,70, A,185, Right,0,77,68,64,65,52,71
137578, Goitia,67, GK,188, Right,0, , , , , , 
13760, Stephen McPhail,64, M,173, Left,1,58,62,69,64,67,71
13761, Gary Teale,68, M,175, Right,0,74,49,69,63,58,63
137637, Dario Kresic,70, GK,195, Right,0, , , , , , 
137659, Alexander Bugera,67, D,180, Left,0,61,66,70,65,66,61
137661, Jan Glinker,61, GK,187, Right,0, , , , , , 
137671, Peter Odemwingie,78, A,182, Right,0,82,76,65,76,55,74
137677, Michel Vorm,78, GK,183, Right,0, , , , , , 
137679, Bas van den Brink,62, D,188, Right,0,27,47,52,34,66,69
137686, Anouar Hadouir,72, M,173, Right,1,73,70,68,77,45,47
137692, Jeroen Verhoeven,67, GK,197, Right,0, , , , , , 
137695, Karim Bridji,64, M,173, Right,1,57,43,62,72,47,68
137699, Martin Stoll,63, D,187, Right,0,48,37,42,42,67,65
137708, Florian Dick,68, D,184, Right,0,67,61,65,61,71,69
137725, Necat AygÃ?n,67, D,190, Right,0,46,34,35,32,70,62
137734, Francesco Benussi,71, GK,188, Right,1, , , , , , 
137758, Simone Rizzato,67, M,174, Left,1,84,54,60,65,65,64
137763, Kossi Agassa,68, GK,190, Right,0, , , , , , 
137774, Domenico Maietta,62, D,185, Right,0,63,35,45,36,63,60
137782, Glen Johnson,80, D,182, Right,1,87,66,76,79,75,75
137785, Robert Huth,78, D,191, Right,1,64,48,55,36,82,81
137786, Valerio Di Cesare,65, D,187, Left,0,60,39,39,37,69,74
137790, Marcos,76, GK,193, Right,0, , , , , , 
137809, VÃ¡gner Love,81, A,173, Right,1,89,75,58,83,54,76
137810, Thiago Gentil,71, M,180, Left,0,58,68,68,73,51,65
137818, Elson,69, M,172, Left,0,69,65,62,74,45,44
137826, LÃºcio,67, D,176, Left,1,82,60,72,70,64,59
137832, Diego Cavalieri,74, GK,191, Left,1, , , , , , 
137854, Marco Storari,79, GK,187, Right,0, , , , , , 
137862, Landry Bonnefoi,65, GK,184, Right,0, , , , , , 
137873, Alessandro Parisi,67, D,184, Left,1,59,63,65,61,69,62
137956, Christian Stuff,66, D,199, Right,1,42,50,47,52,73,53
137960, Yann Jouffre,74, M,175, Right,1,74,64,77,73,56,52
137962, Marcel Eger,64, D,191, Right,1,46,51,56,41,72,61
137987, Jordan LotiÃ¨s,74, D,190, Right,1,71,59,64,55,75,76
138024, Gennaro Bracigliano,72, GK,183, Right,1, , , , , , 
138046, Thomas Burgstaller,64, D,192, Left,0,47,42,39,36,67,68
138050, Roman Kienast,71, A,191, Right,1,70,68,54,68,57,76
138052, Nat Borchers,71, D,189, Right,0,61,43,48,52,75,75
138066, Ludovic Obraniak,77, M,174, Left,0,78,77,79,77,61,56
138076, Shavar Thomas,62, D,185, Right,0,37,37,38,47,66,68
138080, Pape Malikou DiakhatÃ©,74, D,184, Right,1,62,48,55,50,77,80
138083, Nicky Hunt,58, D,185, Right,0,63,42,54,56,64,69
138089, Jesper JÃ¸rgensen,67, M,185, Right,0,68,66,56,67,62,51
138094, Taylor Graham,59, D,193, Right,1,65,45,45,52,62,60
138098, Jack Jewsbury,66, M,183, Right,0,68,65,67,63,65,67
138110, Bruno Alves,81, D,189, Right,1,69,66,60,62,80,89
138123, Esteban Cambiasso,85, M,177, Left,1,75,72,80,76,79,78
138129, GyÃ¶rgy Garics,70, D,183, Right,0,78,57,70,66,68,57
138139, Krzysztof BÄ…k,60, D,188, Right,0,69,50,51,51,65,67
138151, John Welsh,63, M,170, Right,0,61,57,63,68,63,72
138153, Darren Potter,63, M,185, Right,1,62,64,64,56,59,62
138154, Jon Otsemobor,63, D,178, Right,1,85,36,58,62,60,67
138155, Zak Whitbread,68, D,188, Left,0,47,35,47,48,71,70
138156, Herculez Gomez,68, A,178, Right,0,74,67,62,66,58,73
138180, Jamal Campbell-Ryce,67, M,170, Right,0,80,62,63,70,46,60
138181, Michael Turner,75, D,193, Right,0,53,37,44,40,77,78
138185, Stacy Long,56, M,173, Right,0,74,46,51,59,58,63
138188, Lloyd Sam,68, A,173, Right,0,77,52,65,72,53,47
138193, Joey Barton,80, M,180, Right,1,69,71,83,75,76,69
138239, Russell Anderson,68, D,180, Right,0,52,39,44,43,70,75
138241, Darren Mackie,63, A,175, Right,1,81,59,46,65,49,65
138243, Chris Clark,65, M,173, Left,0,77,54,63,63,60,63
138244, Kevin Rutkiewicz,60, D,185, Left,0,54,23,39,48,65,54
138246, Ryan Esson,60, GK,185, Right,0, , , , , , 
138249, Zander Diamond,61, D,189, Right,0,55,41,39,44,68,72
138251, Richard Foster,67, D,176, Right,1,90,37,56,62,68,71
138279, Lloyd Dyer,65, A,173, Left,1,84,52,66,70,39,46
138280, Tamika Mkandawire,69, D,183, Right,0,73,34,56,57,72,74
138288, Arron Davies,61, M,175, Right,0,69,60,57,66,46,53
138289, Chris Baird,71, D,179, Right,1,67,55,66,59,70,77
138291, Josh Saunders,68, GK,193, Right,0, , , , , , 
138294, Roger Levesque,61, A,188, Right,0,64,56,56,61,61,71
138295, Todd Dunivant,67, D,183, Left,0,68,54,63,65,68,64
138296, Brian Ching,68, A,183, Right,0,50,64,48,61,65,75
138297, Arturo Alvarez,65, M,175, Left,0,79,65,57,76,50,52
138334, Mounir El Hamdaoui,78, A,183, Right,0,70,80,63,79,55,56
138336, Brett Holman,71, A,176, Right,0,77,68,66,72,59,60
138351, Gino Coutinho,67, GK,180, Right,0, , , , , , 
138353, Patrick McCarthy,67, D,185, Right,0,65,32,35,36,70,77
138355, Nadjim Abdou,64, M,180, Right,1,79,50,61,68,68,64
138373, Kees Kwakman,71, D,187, Left,0,61,58,70,64,75,66
138380, Sebastian Olszar,57, A,180, Right,0,60,51,40,50,40,70
138381, Christian Thonhofer,63, D,177, Right,0,73,47,60,63,65,62
138384, Marc Janko,75, A,196, Left,1,38,76,47,58,56,65
138390, David Fox,67, M,175, Right,0,65,60,74,57,55,43
138412, James Milner,81, M,176, Right,1,78,79,84,81,73,67
138413, Matthew Kilgallon,69, D,188, Left,0,67,30,65,47,71,79
138415, Arnaud BÃ?hler,62, D,187, Left,0,68,42,57,56,64,61
138423, Andy Whing,60, D,183, Right,0,62,48,55,59,64,67
138429, Gary McSheffrey,69, A,173, Left,0,76,66,67,71,49,58
13843, Chris Kirkland,73, GK,191, Right,1, , , , , , 
138436, Jonathan Walters,75, A,183, Right,0,73,71,60,76,61,78
138445, Diego Lugano,81, D,188, Right,1,53,47,46,30,83,85
138449, KakÃ¡,85, M,186, Right,1,77,83,80,87,48,50
138450, Ricardinho,72, M,176, Left,1,42,71,80,73,58,48
138451, Souza,74, M,173, Right,1,67,76,77,77,64,56
138452, Gabriel,68, D,171, Right,0,77,60,71,72,68,61
138456, Diego Tardelli,76, A,179, Right,0,85,74,69,81,53,69
138457, KlÃ©ber,79, A,173, Right,0,66,78,66,79,65,68
138460, Roman HubnÃ?k,72, D,192, Right,0,53,54,60,45,75,74
138462, GonÃ§alo BrandÃ£o,70, D,182, Left,0,65,44,56,48,71,72
138463, Ruben Amorim,76, M,180, Right,0,72,70,76,75,72,69
138468, David Rozehnal,74, D,191, Right,1,46,44,65,41,77,77
138492, JoÃ£o Paulo,74, D,182, Right,1,55,59,56,60,75,77
138497, Amaya,69, D,192, Left,0,50,25,55,38,75,69
138529, Vladan Kujovic,67, GK,185, Right,0, , , , , , 
138532, Roel Brouwers,71, D,192, Right,0,56,44,48,47,74,74
138537, Ken Leemans,63, M,186, Right,0,59,52,44,60,68,63
138539, Ahmed Ammi,65, D,179, Right,0,70,40,60,67,65,63
138564, David van Zanten,60, D,178, Right,0,68,32,60,61,60,67
138565, Babacar GuÃ¨ye,63, A,186, Left,1,75,61,58,69,52,61
138585, Niels Wellenberg,64, D,179, Right,0,63,53,58,62,65,64
138588, Demy de Zeeuw,76, M,176, Right,0,70,76,77,71,60,67
138629, Danny Buijs,61, M,182, Right,0,71,52,61,59,66,66
138637, Alberto Aguilar,63, M,184, Right,0,51,52,62,57,68,67
138640, Perico,64, M,178, Left,1,78,59,55,80,47,49
138641, Paco Esteban,61, A,182, Right,1,76,53,50,68,51,64
138652, JosÃ© Luis Acciari,65, M,182, Right,0,54,52,54,49,71,63
138667, Guirane N'Daw,68, M,190, Left,1,52,58,66,57,76,79
138670, Jean-Pascal Mignot,78, D,183, Left,0,58,46,74,49,76,75
138671, Benjani,71, A,188, Right,0,71,68,58,70,55,75
138673, Hassan Yebda,75, M,187, Right,0,67,64,72,70,77,78
138679, James McEveley,65, D,183, Left,0,65,54,62,58,68,69
138680, Leandre Griffit,62, M,172, Right,1,63,59,65,67,45,42
138682, Yoann Folly,61, M,175, Right,1,73,44,60,64,69,76
138698, Almen Abdi,74, M,182, Right,1,70,66,74,73,64,58
138699, Blerim DÅ?emaili,75, M,179, Right,0,73,66,74,71,70,66
138703, AndrÃ©s D'Alessandro,81, M,174, Left,1,71,76,81,86,54,51
138706, Diego,74, GK,188, Left,1, , , , , , 
138710, StÃ©phen Drouin,64, D,186, Right,0,55,44,48,45,66,70
138711, Emerse FaÃ©,73, M,174, Right,0,71,60,68,67,75,67
138719, Chris O'Grady,63, A,191, Right,0,74,60,38,56,52,63
138722, Billy Jones,68, D,180, Right,0,67,55,64,63,70,69
138726, Joleon Lescott,80, D,188, Left,1,67,51,69,59,82,84
138729, Kasper RisgÃ¥rd,64, M,183, Right,1,73,56,68,66,50,57
138755, StÃ©phane Dumont,69, M,183, Right,0,51,58,67,59,68,63
138782, Darren Fletcher,81, M,184, Right,1,77,67,82,73,82,81
138783, Daniel Nardiello,63, A,180, Right,1,80,57,43,64,49,65
138784, Kieran Richardson,77, M,175, Left,0,85,73,73,78,69,51
138786, Ben Williams,66, GK,188, Right,0, , , , , , 
138787, Fernando Cavenaghi,73, A,181, Right,1,70,73,59,68,51,69
13879, Rickie Lambert,70, A,188, Right,1,64,74,44,55,54,77
138798, GermÃ¡n Lux,70, GK,186, Right,0, , , , , , 
138806, Maxi LÃ?pez,78, A,188, Right,0,71,77,64,74,62,66
138810, Alejandro DomÃ?nguez,72, A,175, Right,1,69,74,70,79,51,48
138816, Dean Brill,60, GK,188, Right,0, , , , , , 
13883, Danny Whitaker,62, M,178, Right,1,62,64,59,61,54,58
138830, Dean Lewington,65, D,180, Left,0,67,39,57,50,71,62
138831, Nigel Reo-Coker,77, M,175, Right,1,77,59,65,75,80,66
138841, Lino,73, D,185, Left,1,75,74,75,74,71,68
138871, Davide Moscardelli,73, A,185, Left,1,59,73,58,73,61,74
138885, Pietro Accardi,69, D,176, Left,0,67,46,61,54,70,74
138892, Matteo Contini,75, D,184, Left,0,64,44,49,51,75,78
138900, Daniele Di Donato,62, M,173, Right,0,55,49,61,58,60,68
138901, Michele Ferri,63, D,182, Left,0,64,49,60,57,66,66
138909, Evans Soligo,65, M,176, Right,0,64,52,68,61,62,63
13891, Titus Bramble,74, D,185, Right,1,69,42,54,35,78,82
138911, Christian Terlizzi,72, D,194, Right,1,52,44,50,50,77,74
138918, Luca Rigoni,74, M,185, Right,1,60,57,67,64,76,73
138920, Roberto Vitiello,65, D,177, Right,0,66,44,58,62,66,65
138921, Matteo Abbate,62, D,184, Right,0,61,40,34,33,67,58
138924, Cristian Bertani,70, A,171, Right,0,80,68,60,72,45,60
138928, Ayodele Stephen Makinwa,71, A,186, Right,1,81,66,58,68,55,67

